Date,Open,High,Low,Close,Adj Close,Volume
2020-05-05,284.329987,293.000000,284.329987,288.350006,287.235596,821600
2020-05-06,293.890015,295.779999,290.790009,291.899994,290.771881,552400
2020-05-07,297.940002,300.119995,294.549988,299.589996,298.432159,570800
2020-05-08,300.220001,304.510010,299.440002,304.399994,303.223572,680600
2020-05-11,298.600006,305.799988,298.350006,304.390015,303.213623,513600
2020-05-12,305.380005,305.899994,296.239990,296.630005,295.483612,481700
2020-05-13,298.489990,301.470001,290.750000,294.230011,293.092896,1142300
2020-05-14,286.170013,303.760010,283.309998,302.549988,301.380707,1296800
2020-05-15,292.750000,296.220001,290.100006,292.540009,291.409424,957200
2020-05-18,297.690002,306.559998,297.660004,304.890015,303.711700,997000
2020-05-19,303.820007,311.989990,303.730011,306.250000,305.066406,687400
2020-05-20,318.239990,326.260010,317.549988,325.640015,324.381500,1084900
2020-05-21,322.600006,324.459991,317.299988,318.989990,317.757172,639200
2020-05-22,315.970001,319.500000,314.320007,319.359985,318.125732,365400
2020-05-26,322.459991,325.380005,319.380005,319.859985,318.623810,540400
2020-05-27,318.989990,319.600006,311.109985,318.529999,317.298950,808100
2020-05-28,321.260010,329.079987,319.410004,319.970001,318.733398,797900
2020-05-29,325.450012,329.980011,324.239990,329.510010,328.236542,649500
2020-06-01,323.880005,327.160004,323.500000,326.730011,325.467285,526100
2020-06-02,331.690002,335.019989,328.769989,334.730011,333.436371,717200
2020-06-03,340.510010,347.459991,338.850006,346.299988,344.961609,693900
2020-06-04,347.850006,353.390015,347.000000,353.109985,351.745300,884600
2020-06-05,359.000000,364.160004,356.160004,357.220001,355.839417,899200
2020-06-08,350.970001,351.570007,343.109985,349.250000,347.900238,1001700
2020-06-09,346.619995,353.140015,345.179993,349.329987,347.979919,737200
2020-06-10,351.010010,353.420013,347.709991,347.920013,346.575378,997900
2020-06-11,341.600006,344.820007,332.799988,332.890015,331.603485,919300
2020-06-12,346.260010,347.269989,337.250000,343.070007,341.744110,845000
2020-06-15,337.510010,350.010010,336.630005,350.010010,348.657318,598200
2020-06-16,351.250000,355.000000,347.040009,352.049988,350.689392,863900
2020-06-17,361.380005,365.750000,360.410004,362.410004,361.009369,710400
2020-06-18,359.579987,361.799988,356.519989,358.880005,357.493011,494700
2020-06-19,364.730011,368.140015,359.589996,360.670013,359.276123,786900
2020-06-22,362.380005,364.929993,359.820007,364.290009,362.882111,554500
2020-06-23,370.609985,371.799988,366.549988,366.640015,365.223022,604100
2020-06-24,365.589996,367.559998,359.529999,361.579987,360.182556,613500
2020-06-25,362.470001,366.929993,358.579987,366.549988,365.133362,465100
2020-06-26,367.429993,368.200012,361.000000,361.760010,360.361877,493000
2020-06-29,362.929993,365.100006,358.109985,364.809998,363.400085,612800
2020-06-30,362.220001,368.910004,362.190002,368.029999,366.607635,678600
2020-07-01,368.029999,370.190002,365.269989,367.589996,366.169342,516600
2020-07-02,373.559998,375.880005,372.410004,373.220001,371.777588,449400
2020-07-06,386.279999,389.489990,383.500000,385.459991,383.970276,752900
2020-07-07,385.399994,388.609985,381.869995,382.019989,380.543579,410900
2020-07-08,388.829987,392.149994,386.890015,391.929993,390.415283,599300
2020-07-09,395.450012,395.679993,386.100006,394.720001,393.194489,644200
2020-07-10,399.079987,399.190002,391.950012,395.850006,394.320129,667200
2020-07-13,397.859985,402.869995,387.869995,388.619995,387.118073,1083600
2020-07-14,386.630005,397.549988,385.410004,396.829987,395.296326,880100
2020-07-15,387.170013,387.690002,372.510010,375.429993,373.979034,1640300
2020-07-16,374.100006,393.859985,372.820007,385.220001,383.731201,2240900
2020-07-17,385.429993,387.049988,380.109985,383.589996,382.107513,1048700
2020-07-20,383.910004,392.470001,382.079987,391.480011,389.967041,972600
2020-07-21,392.140015,392.290009,383.160004,383.820007,382.336639,824700
2020-07-22,392.619995,394.549988,389.750000,392.600006,391.082703,710100
2020-07-23,390.049988,394.209991,381.890015,384.230011,382.745056,990800
2020-07-24,371.010010,375.160004,366.769989,367.679993,366.259003,1628900
2020-07-27,377.989990,383.790009,376.260010,381.779999,380.304504,1080300
2020-07-28,381.109985,381.739990,376.190002,376.359985,374.905457,502000
2020-07-29,365.000000,366.160004,361.690002,364.619995,363.210815,1446700
2020-07-30,355.850006,362.820007,354.859985,362.730011,361.328156,1010400
2020-07-31,361.950012,362.160004,350.739990,353.720001,352.352966,954900
2020-08-03,361.019989,367.149994,359.820007,366.609985,365.193115,862400
2020-08-04,368.429993,371.869995,368.200012,370.329987,368.898743,833400
2020-08-05,371.010010,373.209991,366.709991,368.510010,367.085815,591300
2020-08-06,368.049988,369.559998,364.179993,369.230011,367.803009,402100
2020-08-07,370.739990,371.170013,362.329987,366.070007,364.655243,572500
2020-08-10,364.760010,366.779999,359.540009,365.410004,363.997772,547900
2020-08-11,366.040009,369.369995,360.660004,361.309998,359.913605,627000
2020-08-12,366.589996,376.029999,365.640015,374.809998,373.361450,565400
2020-08-13,376.579987,378.140015,373.000000,374.760010,373.311646,470700
2020-08-14,371.079987,374.149994,369.670013,371.100006,369.665802,543900
2020-08-17,376.660004,380.500000,376.250000,378.510010,377.047150,428200
2020-08-18,383.609985,383.980011,376.989990,377.220001,375.762146,466500
2020-08-19,380.390015,380.429993,373.959991,374.940002,373.490936,354400
2020-08-20,369.540009,373.380005,368.380005,372.170013,370.731659,498200
2020-08-21,366.149994,372.130005,365.540009,372.119995,370.681824,605400
2020-08-24,380.250000,380.799988,374.529999,377.989990,376.529144,590700
2020-08-25,379.299988,380.829987,376.269989,380.829987,379.358154,378200
2020-08-26,380.089996,386.670013,380.079987,385.920013,384.428528,417600
2020-08-27,386.720001,386.799988,373.239990,376.220001,374.765991,636100
2020-08-28,376.119995,379.890015,374.799988,379.470001,378.003448,490200
2020-08-31,375.920013,378.440002,373.309998,374.179993,372.733887,533300
2020-09-01,384.109985,386.899994,382.329987,386.899994,385.404724,635100
2020-09-02,395.660004,401.149994,390.489990,398.489990,396.949921,904300
2020-09-03,389.100006,389.309998,370.079987,376.160004,374.706238,1258500
2020-09-04,365.500000,371.000000,352.859985,367.420013,366.000031,1206300
2020-09-08,345.369995,353.390015,343.250000,347.350006,346.007568,1541000
2020-09-09,357.970001,361.540009,353.510010,359.369995,357.981110,847300
2020-09-10,364.269989,366.809998,355.029999,357.000000,355.620270,678600
2020-09-11,364.000000,367.149994,357.589996,359.230011,357.841675,678700
2020-09-14,369.769989,369.980011,365.359985,367.940002,366.518005,575700
2020-09-15,374.549988,374.760010,369.100006,370.250000,368.819061,717100
2020-09-16,372.000000,372.980011,362.359985,362.380005,360.979492,973900
2020-09-17,355.510010,367.630005,355.140015,366.739990,365.322632,901000
2020-09-18,370.290009,370.910004,359.929993,366.339996,364.924164,912200
2020-09-21,355.309998,363.000000,352.570007,362.619995,361.218567,657900
2020-09-22,363.989990,365.100006,358.730011,364.640015,363.230774,971200
2020-09-23,365.209991,366.579987,356.929993,357.559998,356.178101,709800
2020-09-24,354.649994,363.589996,353.679993,360.160004,358.768066,768400
2020-09-25,352.820007,361.109985,351.089996,360.480011,359.086853,724100
2020-09-28,365.899994,371.489990,364.350006,371.059998,369.625946,821900
2020-09-29,370.070007,375.880005,369.570007,374.000000,372.554565,608800
2020-09-30,368.779999,373.250000,367.500000,369.269989,367.842834,867800
2020-10-01,375.529999,382.649994,374.420013,382.010010,380.533630,891600
2020-10-02,372.399994,375.720001,370.000000,370.000000,368.570038,711600
2020-10-05,375.149994,382.399994,374.910004,382.109985,380.633209,649900
2020-10-06,374.200012,377.380005,368.559998,370.109985,368.679596,686600
2020-10-07,374.429993,376.529999,371.630005,375.799988,374.347595,550900
2020-10-08,376.769989,380.950012,376.440002,380.890015,379.417969,686700
2020-10-09,385.799988,389.980011,385.769989,388.989990,387.486633,539300
2020-10-12,395.429993,401.000000,395.429993,399.040009,397.497803,840300
2020-10-13,401.510010,409.109985,398.279999,405.149994,403.584198,1027900
2020-10-14,402.640015,406.000000,395.500000,398.029999,396.491699,954800
2020-10-15,383.799988,387.920013,380.720001,386.570007,385.076019,786200
2020-10-16,390.760010,392.380005,385.869995,386.899994,385.404724,594500
2020-10-19,392.190002,392.269989,383.790009,385.309998,383.820862,392700
2020-10-20,386.820007,389.269989,384.260010,384.959991,383.472198,356800
2020-10-21,385.649994,389.290009,382.980011,383.000000,381.519806,359100
2020-10-22,381.100006,382.089996,375.399994,375.500000,374.048767,611700
2020-10-23,378.839996,379.559998,374.140015,378.559998,377.096954,467600
2020-10-26,371.549988,374.880005,364.000000,367.489990,366.069733,900400
2020-10-27,368.410004,370.540009,364.459991,366.369995,364.954071,968700
2020-10-28,359.470001,365.070007,357.380005,362.859985,361.457611,953100
2020-10-29,363.339996,373.799988,362.220001,370.859985,369.426697,808800
2020-10-30,363.809998,365.829987,359.010010,361.209991,359.813995,821100
2020-11-02,364.480011,368.320007,361.720001,365.209991,365.209991,893200
2020-11-03,368.459991,376.390015,367.859985,372.059998,372.059998,813500
2020-11-04,373.660004,384.959991,372.320007,383.000000,383.000000,2451500
2020-11-05,397.200012,399.679993,393.459991,398.190002,398.190002,1115500
2020-11-06,402.100006,407.500000,398.190002,406.239990,406.239990,710700
2020-11-09,417.040009,420.649994,406.320007,406.329987,406.329987,1273700
2020-11-10,409.119995,410.109985,397.980011,399.299988,399.299988,1323100
2020-11-11,407.399994,418.640015,407.279999,418.049988,418.049988,933300
2020-11-12,419.000000,421.179993,412.010010,412.720001,412.720001,800800
2020-11-13,419.570007,421.380005,416.380005,419.589996,419.589996,582700
2020-11-16,419.950012,426.649994,419.630005,426.510010,426.510010,547300
2020-11-17,424.920013,427.450012,422.250000,426.480011,426.480011,524600
2020-11-18,424.119995,427.359985,421.019989,423.809998,423.809998,543600
2020-11-19,417.309998,423.380005,416.869995,423.359985,423.359985,914100
2020-11-20,424.040009,428.399994,423.519989,423.589996,423.589996,484000
2020-11-23,427.989990,429.640015,421.950012,427.149994,427.149994,596000
2020-11-24,425.420013,427.609985,423.019989,424.269989,424.269989,610400
2020-11-25,423.260010,424.679993,420.750000,423.480011,423.480011,308200
2020-11-27,429.329987,438.720001,428.779999,437.769989,437.769989,432500
2020-11-30,440.540009,441.290009,433.670013,437.730011,437.730011,508500
2020-12-01,447.100006,451.730011,444.480011,449.239990,449.239990,685100
2020-12-02,447.160004,452.109985,444.260010,451.000000,451.000000,1050700
2020-12-03,457.010010,459.220001,452.309998,452.899994,452.899994,677900
2020-12-04,454.000000,464.500000,453.470001,464.390015,464.390015,660800
2020-12-07,464.559998,471.010010,464.100006,469.730011,469.730011,632900
2020-12-08,465.920013,470.850006,464.940002,468.570007,468.570007,738800
2020-12-09,463.799988,465.959991,450.519989,452.890015,452.890015,868800
2020-12-10,451.140015,458.880005,449.119995,457.799988,457.799988,539300
2020-12-11,453.809998,457.149994,451.839996,452.630005,452.630005,512100
2020-12-14,452.339996,456.820007,452.170013,452.989990,452.989990,546100
2020-12-15,464.510010,469.619995,461.890015,469.299988,469.299988,640000
2020-12-16,467.989990,472.239990,465.010010,471.529999,471.529999,524900
2020-12-17,478.730011,481.320007,476.010010,477.299988,477.299988,477300
2020-12-18,478.489990,479.450012,474.320007,477.239990,477.239990,730700
2020-12-21,460.260010,472.279999,459.480011,472.260010,472.260010,622800
2020-12-22,473.480011,478.619995,472.950012,476.179993,476.179993,431300
2020-12-23,478.940002,480.390015,474.200012,474.619995,474.619995,389200
2020-12-24,478.950012,484.600006,477.079987,483.089996,483.089996,271900
2020-12-28,487.140015,488.720001,478.429993,480.239990,480.239990,449300
2020-12-29,489.450012,489.450012,482.510010,484.010010,484.010010,377200
2020-12-30,488.130005,492.660004,488.000000,489.910004,489.910004,381900
2020-12-31,490.000000,490.519989,483.450012,487.720001,487.720001,312700
2021-01-04,499.989990,504.750000,490.709991,500.000000,500.000000,1527600
2021-01-05,494.160004,505.359985,493.890015,505.359985,505.359985,1029900
2021-01-06,491.850006,499.839996,489.739990,490.220001,490.220001,977900
2021-01-07,495.970001,503.220001,495.519989,501.429993,501.429993,936200
2021-01-08,512.590027,514.280029,501.709991,508.739990,508.739990,734500
2021-01-11,500.500000,508.910004,499.429993,507.950012,507.950012,703800
2021-01-12,507.100006,514.789978,503.500000,513.929993,513.929993,651700
2021-01-13,511.209991,515.609985,509.380005,514.059998,514.059998,513700
2021-01-14,530.159973,546.400024,529.890015,544.650024,544.650024,1450300
2021-01-15,532.309998,536.849976,525.359985,527.500000,527.500000,869200
2021-01-19,533.000000,550.479980,530.609985,549.500000,549.500000,1504000
2021-01-20,555.570007,558.159973,543.159973,549.380005,549.380005,1121900
2021-01-21,568.000000,573.799988,565.609985,570.739990,570.739990,1273200
2021-01-22,563.489990,570.710022,562.789978,569.450012,569.450012,901600
2021-01-25,562.150024,568.219971,554.119995,567.609985,567.609985,966500
2021-01-26,563.179993,563.650024,548.440002,549.000000,549.000000,887700
2021-01-27,534.969971,539.520020,522.500000,524.630005,524.630005,1506800
2021-01-28,542.109985,553.840027,537.380005,547.219971,547.219971,968600
2021-01-29,540.960022,543.500000,528.299988,534.159973,534.159973,865700
2021-02-01,547.400024,555.469971,544.530029,554.390015,554.390015,849600
2021-02-02,553.780029,556.789978,549.450012,553.500000,553.500000,721600
2021-02-03,551.289978,551.719971,541.950012,542.909973,542.909973,635400
2021-02-04,546.960022,555.979980,544.280029,555.440002,555.440002,554500
2021-02-05,554.960022,556.140015,551.020020,552.809998,552.809998,461200
2021-02-08,557.969971,566.929993,557.969971,564.000000,564.000000,716900
2021-02-09,566.539978,571.929993,565.500000,565.500000,565.500000,483300
2021-02-10,571.429993,573.059998,559.700012,566.890015,566.890015,458600
2021-02-11,574.630005,591.789978,573.830017,591.510010,591.510010,975400
2021-02-12,591.969971,601.460022,589.150024,597.989990,597.989990,732400
2021-02-16,605.580017,608.710022,599.169983,603.140015,603.140015,621600
2021-02-17,598.349976,598.479980,581.460022,587.580017,587.580017,825100
2021-02-18,584.359985,589.460022,576.049988,582.479980,582.479980,716800
2021-02-19,591.840027,600.750000,589.390015,594.400024,594.400024,821500
2021-02-22,587.619995,590.119995,576.500000,578.500000,578.500000,753400
2021-02-23,571.719971,579.179993,560.130005,576.070007,576.070007,1004800
2021-02-24,573.340027,595.960022,565.549988,595.010010,595.010010,1023000
2021-02-25,582.630005,586.400024,559.659973,559.770020,559.770020,1288900
2021-02-26,572.340027,573.489990,560.700012,567.090027,567.090027,946500
2021-03-01,572.369995,584.359985,568.859985,583.549988,583.549988,679500
2021-03-02,579.030029,579.869995,563.000000,563.140015,563.140015,696100
2021-03-03,564.590027,565.950012,541.200012,543.599976,543.599976,1006500
2021-03-04,537.849976,541.330017,502.089996,510.500000,510.500000,1701600
2021-03-05,527.969971,530.849976,508.329987,527.039978,527.039978,1369400
2021-03-08,526.440002,529.169983,501.109985,502.190002,502.190002,1174900
2021-03-09,527.640015,543.210022,524.950012,539.520020,539.520020,1239700
2021-03-10,540.080017,541.820007,521.109985,523.330017,523.330017,876500
2021-03-11,546.989990,548.489990,540.010010,544.400024,544.400024,1009724
